# Time Series: 1 Hz sine wave 
 # Time (s),Acceleration (g)
1.140182909964559066e+01,5.784489542117681182e-01
1.141183948515888780e+01,5.260326285186868178e-01
1.142184987067218493e+01,4.715359794586860831e-01
1.143186025618548207e+01,4.151745272225291217e-01
1.144187064169877921e+01,3.571711668165915565e-01
1.145188102721207635e+01,2.977552865705533347e-01
1.146189141272537348e+01,2.371618609657327459e-01
1.147190179823867062e+01,1.756305213716334024e-01
1.148191218375196776e+01,1.134046083656299192e-01
1.149192256926526490e+01,5.073020938383222128e-02
1.150193295477856203e+01,-1.214481449130665712e-02
1.151194334029185917e+01,-7.497180875762742003e-02
1.152195372580515631e+01,-1.375023088576854124e-01
1.153196411131845522e+01,-1.994890227919892678e-01
1.154197449683175236e+01,-2.606868090950751338e-01
1.155198488234504950e+01,-3.208536463067736544e-01
1.156199526785834664e+01,-3.797515901046606412e-01
1.157200565337164377e+01,-4.371477143124796183e-01
1.158201603888494091e+01,-4.928150320630783066e-01
1.159202642439823805e+01,-5.465333934729714738e-01
1.160203680991153519e+01,-5.980903562782718952e-01
1.161204719542483232e+01,-6.472820259891001182e-01
1.162205758093812946e+01,-6.939138622396879841e-01
1.163206796645142660e+01,-7.378014481453393225e-01
1.164207835196472374e+01,-7.787712196236804552e-01
1.165208873747802087e+01,-8.166611517957802491e-01
1.166209912299131801e+01,-8.513213997527951937e-01
1.167210950850461693e+01,-8.826148911539311026e-01
1.168211989401791406e+01,-9.104178683121630922e-01
1.169213027953121120e+01,-9.346203776240331607e-01
1.170214066504450834e+01,-9.551267044077255131e-01
1.171215105055780548e+01,-9.718557514299789313e-01
1.172216143607110261e+01,-9.847413596247199807e-01
1.173217182158439975e+01,-9.937325697351054865e-01
1.174218220709769689e+01,-9.987938238442382044e-01
1.175219259261099403e+01,-9.999051059975611055e-01
1.176220297812429116e+01,-9.970620213607875870e-01
1.177221336363758830e+01,-9.902758136003433354e-01
1.178222374915088544e+01,-9.795733204175637310e-01
1.179223413466418258e+01,-9.649968674125114498e-01
1.180224452017748149e+01,-9.466041006971260829e-01
1.181225490569077863e+01,-9.244677589197576317e-01
1.182226529120407577e+01,-8.986753856025362364e-01
1.183227567671737290e+01,-8.693289829293407989e-01
1.184228606223067004e+01,-8.365446083534748833e-01
1.185229644774396718e+01,-8.004519156203435681e-01
1.186230683325726432e+01,-7.611936420203755382e-01
1.187231721877056145e+01,-7.189250438998273651e-01
1.188232760428385859e+01,-6.738132826619853688e-01
1.189233798979715573e+01,-6.260367636869427210e-01
1.190234837531045287e+01,-5.757844307842937548e-01
1.191235876082375000e+01,-5.232550189691648201e-01
1.192236914633704714e+01,-4.686562685164473718e-01
1.193237953185034428e+01,-4.122041034016024619e-01
1.194238991736364319e+01,-3.541217773770314881e-01
1.195240030287694033e+01,-2.946389910610685559e-01
1.196241068839023747e+01,-2.339909835312815600e-01
1.197242107390353461e+01,-1.724176020145951060e-01
1.198243145941683174e+01,-1.101623533533715726e-01
1.199244184493012888e+01,-4.747144099865702876e-02
1.200245223044342602e+01,1.540720866095068517e-02
1.201246261595672316e+01,7.822492678427829527e-02
1.202247300147002029e+01,1.407332854986199089e-01
1.203248338698331743e+01,2.026850803679537960e-01
1.204249377249661457e+01,2.638353080227113789e-01
1.205250415800991171e+01,3.239421350848973313e-01
1.206251454352320884e+01,3.827678545567775314e-01
1.207252492903650776e+01,4.400798258906752358e-01
1.208253531454980489e+01,4.956513950223354614e-01
1.209254570006310203e+01,5.492627907293526901e-01
1.210255608557639917e+01,6.007019937696066458e-01
1.211256647108969631e+01,6.497655753627377129e-01
1.212257685660299344e+01,6.962595016984343133e-01
1.213258724211629058e+01,7.399999012901520290e-01
1.214259762762958772e+01,7.808137921394057157e-01
1.215260801314288486e+01,8.185397658349561345e-01
1.216261839865618199e+01,8.530286258814375744e-01
1.217262878416947913e+01,8.841439777330452054e-01
1.218263916968277627e+01,9.117627681987369170e-01
1.219264955519607341e+01,9.357757720858967954e-01
1.220265994070937055e+01,9.560880241577917049e-01
1.221267032622266946e+01,9.726191946965878632e-01
1.222268071173596660e+01,9.853039071866661613e-01
1.223269109724926373e+01,9.940919968618784353e-01
1.224270148276256087e+01,9.989487090942588132e-01
1.225271186827585801e+01,9.998548368396132924e-01
1.226272225378915515e+01,9.968067965964262367e-01
1.227273263930245228e+01,9.898166425776816491e-01
1.228274302481574942e+01,9.789120190395629306e-01
1.229275341032904656e+01,9.641360509555492175e-01
1.230276379584234370e+01,9.455471734682679985e-01
1.231277418135564083e+01,9.232189007935783787e-01
1.232278456686893797e+01,8.972395354908148102e-01
1.233279495238223511e+01,8.677118192489168269e-01
1.234280533789553402e+01,8.347525265695761032e-01
1.235281572340883116e+01,7.984920029542101894e-01
1.236282610892212830e+01,7.590736494210938989e-01
1.237283649443542544e+01,7.166533553913122523e-01
1.238284687994872257e+01,6.713988821863545731e-01
1.239285726546201971e+01,6.234891995753233385e-01
1.240286765097531685e+01,5.731137779956680944e-01
1.241287803648861399e+01,5.204718392464742216e-01
1.242288842200191112e+01,4.657715686176459591e-01
1.243289880751520826e+01,4.092292915707312906e-01
1.244290919302850540e+01,3.510686182275925549e-01
1.245291957854180254e+01,2.915195590500008760e-01
1.246292996405509967e+01,2.308176152075981091e-01
1.247294034956839681e+01,1.692028472315136034e-01
1.248295073508169573e+01,1.069189256368819479e-01
1.249296112059499286e+01,4.421216726880522474e-02
1.250297150610829000e+01,-1.866943881723723622e-02
1.251298189162158714e+01,-8.147721208813973881e-02
1.252299227713488428e+01,-1.439627640005227971e-01
1.253300266264818141e+01,-2.058789803134121188e-01
1.254301304816147855e+01,-2.669809983612390636e-01
1.255302343367477569e+01,-3.270271754225823613e-01
1.256303381918807283e+01,-3.857800443547907965e-01
1.257304420470136996e+01,-4.430072527152827955e-01
1.258305459021466710e+01,-4.984824816555138982e-01
1.259306497572796424e+01,-5.519863409536986953e-01
1.260307536124126138e+01,-6.033072366464757863e-01
1.261308574675456029e+01,-6.522422078285176061e-01
1.262309613226785743e+01,-6.985977293104955743e-01
1.263310651778115457e+01,-7.421904769613953956e-01
1.264311690329445170e+01,-7.828480527080635687e-01
1.265312728880774884e+01,-8.204096663251735366e-01
1.266313767432104598e+01,-8.547267713190839222e-01
1.267314805983434312e+01,-8.856636523909066083e-01
1.268315844534764025e+01,-9.130979621555034287e-01
1.269316883086093739e+01,-9.369212049938606679e-01
1.270317921637423453e+01,-9.570391661252417581e-01
1.271318960188753167e+01,-9.733722842023696531e-01
1.272319998740082880e+01,-9.858559659560276467e-01
1.273321037291412594e+01,-9.944408416447784171e-01
1.274322075842742308e+01,-9.990929602995575198e-01
1.275323114394072199e+01,-9.997939239910013098e-01
1.276324152945401913e+01,-9.965409605885071631e-01
1.277325191496731627e+01,-9.893469347233001532e-01
1.278326230048061340e+01,-9.782402969121349878e-01
1.279327268599391054e+01,-9.632649710428303758e-01
1.280328307150720768e+01,-9.444801806666367483e-01
1.281329345702050482e+01,-9.219602147843570794e-01
1.282330384253380196e+01,-8.957941340525126250e-01
1.283331422804709909e+01,-8.660854185714171871e-01
1.284332461356039623e+01,-8.329515586480791267e-01
1.285333499907369337e+01,-7.965235901523100015e-01
1.286334538458699051e+01,-7.569455763037028495e-01
1.287335577010028764e+01,-7.143740379387272244e-01
1.288336615561358656e+01,-6.689773345111993397e-01
1.289337654112688369e+01,-6.209349982740668406e-01
1.290338692664018083e+01,-5.704370242756552356e-01
1.291339731215347797e+01,-5.176831189782562515e-01
1.292340769766677511e+01,-4.628819104705804155e-01
1.293341808318007224e+01,-4.062501233974764592e-01
1.294342846869336938e+01,-3.480117218698742798e-01
1.295343885420666652e+01,-2.883970237444399842e-01
1.296344923971996366e+01,-2.276417897759369369e-01
1.297345962523326079e+01,-1.659862912441981697e-01
1.298347001074655793e+01,-1.036743597432003006e-01
1.299348039625985507e+01,-4.095242289000051994e-02
1.300349078177315221e+01,2.193147023291391190e-02
1.301350116728644934e+01,8.472863004782477114e-02
1.302351155279974826e+01,1.471907099848474565e-01
1.303352193831304540e+01,2.090706886285596533e-01
1.304353232382634253e+01,2.701238466240422076e-01
1.305354270933963967e+01,3.301087344788061206e-01
1.306355309485293681e+01,3.887881274331900228e-01
1.307356348036623395e+01,4.459299636231530140e-01
1.308357386587953108e+01,5.013082618250775946e-01
1.309358425139282822e+01,5.547040151532220964e-01
1.310359463690612536e+01,6.059060571754542046e-01
1.311360502241942250e+01,6.547118970220702217e-01
1.312361540793271963e+01,7.009285201848868274e-01
1.313362579344601677e+01,7.443731518398840619e-01
1.314363617895931391e+01,7.848739796744793606e-01
1.315364656447261282e+01,8.222708333609087816e-01
1.316365694998590996e+01,8.564158179885604794e-01
1.317366733549920710e+01,8.871738989502002681e-01
1.318367772101250424e+01,9.144234359690136538e-01
1.319368810652580137e+01,9.380566641545260431e-01
1.320369849203909851e+01,9.579801201849451608e-01
1.321370887755239565e+01,9.741150119305088673e-01
1.322371926306569279e+01,9.863975300560086090e-01
1.323372964857898992e+01,9.947791003702706192e-01
1.324374003409228706e+01,9.992265759245486656e-01
1.325375041960558420e+01,9.997223681001567996e-01
1.326376080511888134e+01,9.962645161669207994e-01
1.327377119063217847e+01,9.888666950373559139e-01
1.328378157614547561e+01,9.775581611859205378e-01
1.329379196165877453e+01,9.623836369471986396e-01
1.330380234717207166e+01,9.434031336506223386e-01
1.331381273268536880e+01,9.206917142911033025e-01
1.332382311819866594e+01,8.943391966742877397e-01
1.333383350371196308e+01,8.644497982102821165e-01
1.334384388922526021e+01,8.311417237606809616e-01
1.335385427473855735e+01,7.945466981688275032e-01
1.336386466025185449e+01,7.548094453220428601e-01
1.337387504576515163e+01,7.120871158059444150e-01
1.338388543127844876e+01,6.665486654144662237e-01
1.339389581679174590e+01,6.183741869732377605e-01
1.340390620230504304e+01,5.677541981189183629e-01
1.341391658781834018e+01,5.148888878510841094e-01
1.342392697333163909e+01,4.599873248363686717e-01
1.343393735884493623e+01,4.032666305958120812e-01
1.344394774435823336e+01,3.449511208452464284e-01
1.345395812987153050e+01,2.852714183844974882e-01
1.346396851538482764e+01,2.244635410437091916e-01
1.347397890089812478e+01,1.627679682936462591e-01
1.348398928641142192e+01,1.004286902114961411e-01
1.349399967192471905e+01,3.769224256299100184e-02
1.350401005743801619e+01,-2.519326818294341519e-02
1.351402044295131333e+01,-8.797914605127868382e-02
1.352403082846461047e+01,-1.504170890893050394e-01
1.353404121397790760e+01,-2.122601713368665599e-01
1.354405159949120474e+01,-2.732638193547595185e-01
1.355406198500450188e+01,-3.331867794496587987e-01
1.356407237051780079e+01,-3.917920717702472189e-01
1.357408275603109793e+01,-4.488479275013387282e-01
1.358409314154439507e+01,-5.041287054498929665e-01
1.359410352705769220e+01,-5.574157843976040860e-01
1.360411391257098934e+01,-6.084984276914955359e-01
1.361412429808428648e+01,-6.571746166530144651e-01
1.362413468359758362e+01,-7.032518495097894728e-01
1.363414506911088075e+01,-7.465479026905287308e-01
1.364415545462417789e+01,-7.868915514721822602e-01
1.365416584013747503e+01,-8.241232471295995010e-01
1.366417622565077217e+01,-8.580957479095743246e-01
1.367418661116406930e+01,-8.886747013340016155e-01
1.368419699667736644e+01,-9.157391755292686453e-01
1.369420738219066536e+01,-9.391821374806522682e-01
1.370421776770396249e+01,-9.589108763202278674e-01
1.371422815321725963e+01,-9.748473699744967247e-01
1.372423853873055677e+01,-9.869285937215336313e-01
1.373424892424385391e+01,-9.951067694375107520e-01
1.374425930975715104e+01,-9.993495545468606966e-01
1.375426969527044818e+01,-9.996401699288091081e-01
1.376428008078374532e+01,-9.959774662744783624e-01
1.377429046629704246e+01,-9.883759286321055493e-01
1.378430085181033959e+01,-9.768656191224152074e-01
1.379431123732363673e+01,-9.614920580506748360e-01
1.380432162283693387e+01,-9.423160438856444943e-01
1.381433200835023101e+01,-9.194134128173041542e-01
1.382434239386352814e+01,-8.928747388442856980e-01
1.383435277937682706e+01,-8.628049755770692553e-01
1.384436316489012420e+01,-8.293230411735248442e-01
1.385437355040342133e+01,-7.925613480482699424e-01
1.386438393591671847e+01,-7.526652792157230154e-01
1.387439432143001561e+01,-7.097926133377794322e-01
1.388440470694331275e+01,-6.641129007499000370e-01
1.389441509245660988e+01,-6.158067929332764479e-01
1.390442547796990702e+01,-5.650653280847750537e-01
1.391443586348320416e+01,-5.120891756102073922e-01
1.392444624899650130e+01,-4.570878425285452851e-01
1.393445663450979843e+01,-4.002788449257100867e-01
1.394446702002309557e+01,-3.418868477345690660e-01
1.395447740553639271e+01,-2.821427762430207542e-01
1.396448779104969162e+01,-2.212829028441086476e-01
1.397449817656298876e+01,-1.595479126396510405e-01
1.398450856207628590e+01,-9.718195159267334349e-02
1.399451894758958304e+01,-3.443166099316552486e-02
1.400452933310288017e+01,2.845479794467429061e-02
1.401453971861617731e+01,9.122872549594912561e-02
1.402455010412947445e+01,1.536418669683848881e-01
1.403456048964277159e+01,2.154473944855923584e-01
1.404457087515606872e+01,2.764008831276404399e-01
1.405458126066936586e+01,3.362612775686253386e-01
1.406459164618266300e+01,3.947918453882268697e-01
1.407460203169596014e+01,4.517611132874258528e-01
1.408461241720925727e+01,5.069437825056845037e-01
1.409462280272255441e+01,5.601216198194332030e-01
1.410463318823585332e+01,6.110843205981811854e-01
1.411464357374915046e+01,6.596303405050865099e-01
1.412465395926244760e+01,7.055676925528244769e-01
1.413466434477574474e+01,7.487147063626029553e-01
1.414467473028904188e+01,7.889007466236532817e-01
1.415468511580233901e+01,8.259668879118641227e-01
1.416469550131563615e+01,8.597665431988751328e-01
1.417470588682893329e+01,8.901660435659153325e-01
1.418471627234223043e+01,9.170451668299335335e-01
1.419472665785552756e+01,9.402976129913153125e-01
1.420473704336882470e+01,9.598314246229591173e-01
1.421474742888212184e+01,9.755693505381994868e-01
1.422475781439541898e+01,9.874491512992978892e-01
1.423476819990871789e+01,9.954238453583860169e-01
1.424477858542201503e+01,9.994618948573581463e-01
1.425478897093531216e+01,9.995473303519769592e-01
1.426479935644860930e+01,9.956798139668975312e-01
1.427480974196190644e+01,9.878746407318794720e-01
1.428482012747520358e+01,9.761626780938896797e-01
1.429483051298850071e+01,9.605902438443113533e-01
1.430484089850179785e+01,9.412189229440254268e-01
1.431485128401509499e+01,9.181253239707805047e-01
1.432486166952839213e+01,8.914007761520055251e-01
1.433487205504168926e+01,8.611509681813035444e-01
1.434488244055498640e+01,8.274955302469080287e-01
1.435489282606828354e+01,7.905675609251494595e-01
1.436490321158158245e+01,7.505131008099160672e-01
1.437491359709487959e+01,7.074905549597726440e-01
1.438492398260817673e+01,6.616700664468115889e-01
1.439493436812147387e+01,6.132328434846872067e-01
1.440494475363477100e+01,5.623704427968695407e-01
1.441495513914806814e+01,5.092840120592234676e-01
1.442496552466136528e+01,4.541834944127835505e-01
1.443497591017466242e+01,3.972867981928538961e-01
1.444498629568795955e+01,3.388189351576990638e-01
1.445499668120125669e+01,2.790111306250891432e-01
1.446500706671455383e+01,2.180999090358071990e-01
1.447501745222785097e+01,1.563261585605068560e-01
1.448502783774114810e+01,9.393417844907304970e-02
1.449503822325444524e+01,3.117071289018427324e-02
1.450504860876774416e+01,-3.171602479838104421e-02
1.451505899428104129e+01,-9.447733378931029435e-02
1.452506937979433843e+01,-1.568650092935234275e-01
1.453507976530763557e+01,-2.186323241459529054e-01
1.454509015082093271e+01,-2.795350045479144119e-01
1.455510053633422984e+01,-3.393321961069611925e-01
1.456511092184752698e+01,-3.977874163538832053e-01
1.457512130736082412e+01,-4.546694899698642822e-01
1.458513169287412126e+01,-5.097534630252925636e-01
1.459514207838741839e+01,-5.628214926144528008e-01
1.460515246390071553e+01,-6.136637083680823723e-01
1.461516284941401267e+01,-6.620790424365373683e-01
1.462517323492730981e+01,-7.078760246612662010e-01
1.463518362044060872e+01,-7.508735397899515274e-01
1.464519400595390586e+01,-7.909015437405184645e-01
1.465520439146720300e+01,-8.278017360817194747e-01
1.466521477698050013e+01,-8.614281860704600113e-01
1.467522516249379727e+01,-8.916479097702513235e-01
1.468523554800709441e+01,-9.183413959684054717e-01
1.469524593352039155e+01,-9.414030788120150151e-01
1.470525631903368868e+01,-9.607417552937010941e-01
1.471526670454698582e+01,-9.762809459359763631e-01
1.472527709006028296e+01,-9.879591972478521944e-01
1.473528747557358010e+01,-9.957303247575440830e-01
1.474529786108687723e+01,-9.995635956601504057e-01
1.475530824660017437e+01,-9.994438503579596844e-01
1.476531863211347151e+01,-9.953715624127560391e-01
1.477532901762677042e+01,-9.873628366730035077e-01
1.478533940314006756e+01,-9.754493455833231907e-01
1.479534978865336470e+01,-9.596782039281448462e-01
1.480536017416666184e+01,-9.401117825048860288e-01
1.481537055967995897e+01,-9.168274614635362196e-01
1.482538094519325611e+01,-8.899173242881215362e-01
1.483539133070655325e+01,-8.594877936302840471e-01
1.484540171621985039e+01,-8.256592104351155870e-01
1.485541210173314752e+01,-7.885653580238002336e-01
1.486542248724644466e+01,-7.483529330150595626e-01
1.487543287275974180e+01,-7.051809651778684351e-01
1.488544325827303894e+01,-6.592201885097379588e-01
1.489545364378633607e+01,-6.106523660278028176e-01
1.490546402929963499e+01,-5.596695709429150289e-01
1.491547441481293212e+01,-5.064734270597481824e-01
1.492548480032622926e+01,-4.512743114065418393e-01
1.493549518583952640e+01,-3.942905222482870342e-01
1.494550557135282354e+01,-3.357474157733298936e-01
1.495551595686612067e+01,-2.758765148678500867e-01
1.496552634237941781e+01,-2.149145935025111309e-01
1.497553672789271495e+01,-1.531027403524899411e-01
1.498554711340601209e+01,-9.068540535395011593e-02
1.499555749891930923e+01,-2.790943296760925105e-02
1.500556788443260636e+01,3.497691402749169426e-02
1.501557826994590350e+01,9.772493634916036565e-02
1.502558865545920064e+01,1.600864817536241103e-01
1.503559904097249778e+01,2.218149264136343723e-01
1.504560942648579669e+01,2.826661502520921299e-01
1.505561981199909383e+01,3.423995023739871968e-01
1.506563019751239096e+01,4.007787527786173531e-01
1.507564058302568810e+01,4.575730265883106718e-01
1.508565096853898524e+01,5.125577170990173181e-01
1.509566135405228238e+01,5.655153740418799035e-01
1.510567173956557951e+01,6.162365635430077093e-01
1.511568212507887665e+01,6.645206963803569344e-01
1.512569251059217379e+01,7.101768212624146592e-01
1.513570289610547093e+01,7.530243799912926805e-01
1.514571328161876806e+01,7.928939215238290927e-01
1.515572366713206520e+01,8.296277721067498723e-01
1.516573405264536234e+01,8.630806588357268216e-01
1.517574443815866125e+01,8.931202841722006847e-01
1.518575482367195839e+01,9.196278491460307958e-01
1.519576520918525553e+01,9.424985231748070902e-01
1.520577559469855267e+01,9.616418586417569969e-01
1.521578598021184980e+01,9.769821485927169258e-01
1.522579636572514694e+01,9.884587261376304168e-01
1.523580675123844408e+01,9.960262043724448233e-01
1.524581713675174122e+01,9.996546558726104870e-01
1.525582752226503835e+01,9.993297310483261198e-01
1.526583790777833549e+01,9.950527148934644739e-01
1.527584829329163263e+01,9.868405219037527099e-01
1.528585867880492977e+01,9.747256291843056086e-01
1.529586906431822690e+01,9.587559480110514620e-01
1.530587944983152404e+01,9.389946343539927742e-01
1.531588983534482296e+01,9.155198391116353696e-01
1.532590022085812009e+01,8.884243990443417838e-01
1.533591060637141723e+01,8.578154696288891046e-01
1.534592099188471437e+01,8.238141012861971424e-01
1.535593137739801151e+01,7.865547606581447804e-01
1.536594176291130864e+01,7.461847988266495646e-01
1.537595214842460578e+01,7.028638685781952722e-01
1.538596253393790292e+01,6.567632930182077944e-01
1.539597291945120006e+01,6.080653880323698690e-01
1.540598330496449719e+01,5.569627412743181072e-01
1.541599369047779433e+01,5.036574505311586236e-01
1.542600407599109147e+01,4.483603244787977005e-01
1.543601446150438861e+01,3.912900489880739019e-01
1.544602484701768752e+01,3.326723222784832568e-01
1.545603523253098466e+01,2.727389623400143237e-01
1.546604561804428180e+01,2.117269901526558917e-01
1.547605600355757893e+01,1.498776923296898378e-01
1.548606638907087607e+01,8.743566689130317926e-02
1.549607677458417321e+01,2.464785594252056136e-02
1.550608716009747035e+01,-3.823743091912774894e-02
1.551609754561076748e+01,-1.009714986040037982e-01
1.552610793112406462e+01,-1.633062500553524587e-01
1.553611831663736176e+01,-2.249951674090846510e-01
1.554612870215065890e+01,-2.857942869084024173e-01
1.555613908766395603e+01,-3.454631637175176739e-01
1.556614947317725317e+01,-4.037658228189602849e-01
1.557615985869055031e+01,-4.604716922338946694e-01
1.558617024420384922e+01,-5.153565148748879832e-01
1.559618062971714636e+01,-5.682032354247228412e-01
1.560619101523044350e+01,-6.188028587343179510e-01
1.561620140074374063e+01,-6.669552763445630861e-01
1.562621178625703777e+01,-7.124700578637173098e-01
1.563622217177033491e+01,-7.551672040704249245e-01
1.564623255728363205e+01,-7.948778587642535420e-01
1.565624294279692919e+01,-8.314449765484028809e-01
1.566625332831022632e+01,-8.647239439037418540e-01
1.567626371382352346e+01,-8.945831510979712631e-01
1.568627409933682060e+01,-9.209045126681949522e-01
1.569628448485011774e+01,-9.435839344184275834e-01
1.570629487036341487e+01,-9.625317250853182571e-01
1.571630525587671379e+01,-9.776729510439597925e-01
1.572631564139001092e+01,-9.889477326510317523e-01
1.573632602690330806e+01,-9.963114810533759691e-01
1.574633641241660520e+01,-9.997350745253793525e-01
1.575634679792990234e+01,-9.992049736379029490e-01
1.576635718344319947e+01,-9.947232748032284189e-01
1.577636756895649661e+01,-9.863077019842909632e-01
1.578637795446979375e+01,-9.739915366009687103e-01
1.579638833998309089e+01,-9.578234859106630195e-01
1.580639872549638802e+01,-9.378674903836512478e-01
1.581640911100968516e+01,-9.142024708350208195e-01
1.582641949652298230e+01,-8.869220163132012225e-01
1.583642988203627944e+01,-8.561340139794240134e-01
1.584644026754957657e+01,-8.219602224417992264e-01
1.585645065306287549e+01,-7.845357902314574750e-01
1.586646103857617263e+01,-7.440087213249764186e-01
1.587647142408946976e+01,-7.005392898267829294e-01
1.588648180960276690e+01,-6.542994061264533201e-01
1.589649219511606404e+01,-6.054719370374131993e-01
1.590650258062936118e+01,-5.542499826059190671e-01
1.591651296614265831e+01,-5.008361124501404804e-01
1.592652335165595545e+01,-4.454415646495788472e-01
1.593653373716925259e+01,-3.882854103529603251e-01
1.594654412268254973e+01,-3.295936874082953660e-01
1.595655450819584686e+01,-2.695985064415689081e-01
1.596656489370914400e+01,-2.085371329190313094e-01
1.597657527922244114e+01,-1.466510488234896714e-01
1.598658566473574005e+01,-8.418499765535084056e-02
1.599659605024903719e+01,-2.138601653520365298e-02
1.600660643576233255e+01,4.149754076426075827e-02
1.601661682127562969e+01,1.042169859934193171e-01
1.602662720678892683e+01,1.665242799235151783e-01
1.603663759230222396e+01,2.281730132778878872e-01
1.604664797781552110e+01,2.889193812170924303e-01
1.605665836332882179e+01,3.485231475241681309e-01
1.606666874884211893e+01,4.067485946768595872e-01
1.607667913435541607e+01,4.633654560496995867e-01
1.608668951986871321e+01,5.181498265590541719e-01
1.609669990538201034e+01,5.708850481500395979e-01
1.610671029089530748e+01,6.213625666231727962e-01
1.611672067640860462e+01,6.693827564124881224e-01
1.612673106192190176e+01,7.147557100531490848e-01
1.613674144743519889e+01,7.573019892164895017e-01
1.614675183294849603e+01,7.968533343423118698e-01
1.615676221846179317e+01,8.332533300620844630e-01
1.616677260397509031e+01,8.663580237813262030e-01
1.617678298948838744e+01,8.960364949750249108e-01
1.618679337500168458e+01,9.221713729445359942e-01
1.619680376051498172e+01,9.446593009884177716e-01
1.620681414602827886e+01,9.634113451515466942e-01
1.621682453154157599e+01,9.783533459359405882e-01
1.622683491705487313e+01,9.894262115824665749e-01
1.623684530256817027e+01,9.965861517635012934e-01
1.624685568808146741e+01,9.998048507623821246e-01
1.625686607359476454e+01,9.990695794547636011e-01
1.626687645910806168e+01,9.943832456490195870e-01
1.627688684462135882e+01,9.857643825866120313e-01
1.628689723013465596e+01,9.732470756479013607e-01
1.629690761564795309e+01,9.568808275532587615e-01
1.630691800116125023e+01,9.367303625925751387e-01
1.631692838667454737e+01,9.128753706573945470e-01
1.632693877218784806e+01,8.854101920879119403e-01
1.633694915770114520e+01,8.544434445813443579e-01
1.634695954321444233e+01,8.200975936368670727e-01
1.635696992872773947e+01,7.825084682361727051e-01
1.636698031424103661e+01,7.418247236749178075e-01
1.637699069975433375e+01,6.982072536693408882e-01
1.638700108526763088e+01,6.518285540631211239e-01
1.639701147078092802e+01,6.028720406508080165e-01
1.640702185629422516e+01,5.515313238156741571e-01
1.641703224180752230e+01,4.980094428505400517e-01
1.642704262732081943e+01,4.425180629898103901e-01
1.643705301283411657e+01,3.852766383280204487e-01
1.644706339834741371e+01,3.265115439355070759e-01
1.645707378386071085e+01,2.664551806033941261e-01
1.646708416937400798e+01,2.053450557584202973e-01
1.647709455488730512e+01,1.434228441822709699e-01
1.648710494040060226e+01,8.093343225023412468e-02
1.649711532591389940e+01,1.812394946869447590e-02
1.650712571142719653e+01,-4.475720885830895140e-02
1.651713609694049367e+01,-1.074613639684278560e-01
1.652714648245379081e+01,-1.697405371014249764e-01
1.653715686796708795e+01,-2.313484301911250263e-01
1.654716725348038509e+01,-2.920413999107958625e-01
1.655717763899368222e+01,-3.515794212196488577e-01
1.656718802450697936e+01,-4.097270365999660102e-01
1.657719841002027650e+01,-4.662542872308386155e-01
1.658720879553357364e+01,-5.209376224160416902e-01
1.659721918104687433e+01,-5.735607836693241701e-01
1.660722956656017146e+01,-6.239156599608889353e-01
1.661723995207346860e+01,-6.718031107430126880e-01
1.662725033758676574e+01,-7.170337534993834749e-01
1.663726072310006288e+01,-7.594287127041763341e-01
1.664727110861336001e+01,-7.988203272286087397e-01
1.665728149412665715e+01,-8.350528133974606249e-01
1.666729187963995429e+01,-8.679828810733213329e-01
1.667730226515325143e+01,-8.974803003321540906e-01
1.668731265066654856e+01,-9.234284164890105284e-01
1.669732303617984570e+01,-9.457246114372513945e-01
1.670733342169314284e+01,-9.642807094766828735e-01
1.671734380720643998e+01,-9.790233260257072967e-01
1.672735419271973711e+01,-9.898941578384137241e-01
1.673736457823303425e+01,-9.968502135788862573e-01
1.674737496374633139e+01,-9.998639838408341918e-01
1.675738534925962853e+01,-9.989235499402090435e-01
1.676739573477292566e+01,-9.940326310505229745e-01
1.677740612028622280e+01,-9.852105694944791603e-01
1.678741650579951994e+01,-9.724922542500659128e-01
1.679742689131281708e+01,-9.559279829736592182e-01
1.680743727682611421e+01,-9.355832630857578991e-01
1.681744766233941135e+01,-9.115385527060335669e-01
1.682745804785270849e+01,-8.838889424622193847e-01
1.683746843336600563e+01,-8.527437794312119346e-01
1.684747881887930276e+01,-8.182262346995564650e-01
1.685748920439259990e+01,-7.804728162536113123e-01
1.686749958990590059e+01,-7.396328291256343279e-01
1.687750997541919773e+01,-6.958677849309343744e-01
1.688752036093249487e+01,-6.493507631310360129e-01
1.689753074644579200e+01,-6.002657265490874972e-01
1.690754113195908914e+01,-5.488067938443358385e-01
1.691755151747238628e+01,-4.951774718228976746e-01
1.692756190298568342e+01,-4.395898506208447687e-01
1.693757228849898056e+01,-3.822637649423686890e-01
1.694758267401227769e+01,-3.234259246703032331e-01
1.695759305952557483e+01,-2.633090182869626816e-01
1.696760344503887197e+01,-2.021507926512235431e-01
1.697761383055216911e+01,-1.401931127710197567e-01
1.698762421606546624e+01,-7.768100528963403639e-02
1.699763460157876338e+01,-1.486168946846666908e-02
1.700764498709206052e+01,4.801640050129372256e-02
1.701765537260535766e+01,1.107045979918744455e-01
1.702766575811865479e+01,1.729549873512792879e-01
1.703767614363195193e+01,2.345213843457475134e-01
1.704768652914524907e+01,2.951603097548870513e-01
1.705769691465854621e+01,3.546319522692452653e-01
1.706770730017184334e+01,4.127011168821014819e-01
1.707771768568514048e+01,4.691381550251102484e-01
1.708772807119843762e+01,5.237198727691422251e-01
